Date,Four_cuts,Photoism,Haru_firm
2021-11-09,10.38338,2.39616,3.03514
2021-11-10,10.78274,3.83386,3.51437
2021-11-11,11.50159,2.87539,3.35463
2021-11-12,13.41853,4.8722,3.67412
2021-11-13,28.75399,5.83067,5.4313
2021-11-14,27.31629,6.38977,6.07028
2021-11-15,16.69329,4.31309,3.83386
2021-11-16,16.53354,4.8722,2.15654
2021-11-17,19.08945,6.869,3.67412
2021-11-18,18.69009,5.99041,5.59105
2021-11-19,21.00638,5.03194,3.51437
2021-11-20,28.75399,8.78594,5.19169
2021-11-21,26.59744,8.3067,4.8722
2021-11-22,11.98083,4.07348,4.15335
2021-11-23,12.77955,2.63578,2.79552
2021-11-24,12.0607,4.55271,4.63258
2021-11-25,15.97444,4.63258,4.23322
2021-11-26,18.84984,4.55271,3.4345
2021-11-27,22.1246,7.90734,4.71246
2021-11-28,25.39936,8.62619,6.78913
2021-11-29,13.73801,4.71246,4.79233
2021-11-30,8.46645,3.35463,3.75399
2021-12-01,12.85942,3.4345,3.19488
2021-12-02,15.09584,4.07348,3.19488
2021-12-03,14.21725,4.31309,5.67092
2021-12-04,23.32268,6.94888,5.11182
2021-12-05,25.95846,7.42811,5.4313
2021-12-06,11.50159,6.23003,6.15015
2021-12-07,18.76996,4.07348,5.51118
2021-12-08,13.81789,4.47284,3.99361
2021-12-09,14.13738,5.75079,7.10862
2021-12-10,15.09584,5.75079,5.67092
2021-12-11,25.71884,11.50159,7.10862
2021-12-12,22.76357,10.78274,9.90415
2021-12-13,13.57827,6.62939,5.83067
2021-12-14,13.89776,6.869,7.7476
2021-12-15,15.17571,6.3099,7.58785
2021-12-16,15.25559,7.90734,10.30351
2021-12-17,19.56869,8.70607,8.94568
2021-12-18,20.6869,9.58466,11.50159
2021-12-19,28.91373,10.06389,22.04472
2021-12-20,14.53674,9.10543,13.01916
2021-12-21,18.13099,9.34504,15.17571
2021-12-22,18.84984,7.10862,15.33546
2021-12-23,19.64856,8.3067,16.13418
2021-12-24,29.63258,12.22044,18.29073
2021-12-25,59.58466,24.52076,37.53993
2021-12-26,31.78913,11.74121,29.07348
2021-12-27,18.84984,6.78913,21.08626
2021-12-28,17.41214,9.7444,22.1246
2021-12-29,21.32587,11.98083,16.9329
2021-12-30,23.5623,11.42172,22.20447
2021-12-31,32.7476,15.4952,22.84345
2022-01-01,43.61022,15.89456,27.47603
2022-01-02,35.78274,14.61661,25.71884
2022-01-03,24.1214,8.70607,19.8083
2022-01-04,30.75079,8.70607,19.96805
2022-01-05,28.59424,7.90734,18.76996
2022-01-06,32.10862,11.74121,20.6869
2022-01-07,45.76677,12.85942,23.16293
2022-01-08,57.90734,15.41533,23.32268
2022-01-09,44.16932,14.77635,27.55591
2022-01-10,30.03194,9.98402,18.84984
2022-01-11,24.68051,11.1821,21.32587
2022-01-12,27.39616,9.90415,17.65175
2022-01-13,29.79233,7.82747,15.41533
2022-01-14,34.50479,9.90415,21.56549
2022-01-15,54.31309,13.41853,24.1214
2022-01-16,48.00319,11.1821,27.63578
2022-01-17,31.869,7.82747,19.08945
2022-01-18,31.46964,8.70607,17.17252
2022-01-19,26.27795,6.869,17.01277
2022-01-20,27.71565,7.50798,16.05431
2022-01-21,29.07348,8.22683,17.01277
2022-01-22,40.65495,12.30031,27.47603
2022-01-23,39.29712,8.62619,32.98722
2022-01-24,26.83706,9.10543,27.87539
2022-01-25,22.84345,6.54952,21.56549
2022-01-26,24.92012,7.26837,19.16932
2022-01-27,23.64217,6.70926,22.28434
2022-01-28,25.5591,7.42811,19.48881
2022-01-29,37.0607,8.3067,24.52076
2022-01-30,27.55591,9.1853,27.07667
2022-01-31,27.23642,8.94568,22.6837
2022-02-01,30.35143,7.82747,22.52396
2022-02-02,31.94888,7.02875,24.84025
2022-02-03,31.54952,6.70926,21.08626
2022-02-04,24.92012,10.78274,20.92651
2022-02-05,34.34504,9.7444,30.83067
2022-02-06,36.74121,8.46645,29.31309
2022-02-07,24.04153,8.06709,20.92651
2022-02-08,23.32268,7.7476,18.21086
2022-02-09,25.39936,9.7444,15.81469
2022-02-10,26.9968,9.7444,21.56549
2022-02-11,29.8722,8.78594,20.12779
2022-02-12,42.25239,10.30351,28.75399
2022-02-13,36.50159,12.53993,29.79233
2022-02-14,27.95527,7.90734,21.80511
2022-02-15,25.15974,10.14376,20.84664
2022-02-16,26.51757,9.66453,21.32587
2022-02-17,28.91373,9.7444,23.40255
2022-02-18,32.34824,7.82747,22.44408
2022-02-19,44.00958,10.38338,29.07348
2022-02-20,31.54952,9.82428,28.27476
2022-02-21,24.44089,8.54632,22.28434
2022-02-22,28.35463,8.3067,24.36102
2022-02-23,21.246,9.1853,22.76357
2022-02-24,23.88178,9.90415,21.64536
2022-02-25,26.43769,10.86261,21.96485
2022-02-26,33.3067,13.73801,30.27156
2022-02-27,30.27156,14.45686,30.99041
2022-02-28,29.71246,14.45686,30.11182
2022-03-01,33.14696,15.89456,27.07667
2022-03-02,21.80511,8.78594,13.65814
2022-03-03,17.8115,7.10862,13.09904
2022-03-04,22.1246,8.22683,12.85942
2022-03-05,30.4313,13.41853,25.07987
2022-03-06,32.66773,14.37699,28.11501
2022-03-07,18.69009,7.42811,11.66134
2022-03-08,19.2492,8.3067,13.09904
2022-03-09,29.23322,8.38658,23.00319
2022-03-10,19.64856,5.27156,12.69968
2022-03-11,24.76038,6.38977,13.81789
2022-03-12,38.4984,8.38658,22.76357
2022-03-13,31.3099,8.94568,20.04792
2022-03-14,17.41214,4.95207,10.86261
2022-03-15,22.1246,3.99361,11.82108
2022-03-16,21.32587,6.869,10.78274
2022-03-17,24.1214,4.55271,11.74121
2022-03-18,24.20127,5.27156,16.45367
2022-03-19,37.14057,8.22683,25.87859
2022-03-20,41.85303,8.62619,25.87859
2022-03-21,23.80191,4.55271,13.65814
2022-03-22,18.53035,3.83386,11.58146
2022-03-23,19.00958,4.63258,11.98083
2022-03-24,20.20766,5.4313,12.14057
2022-03-25,24.36102,5.35143,15.33546
2022-03-26,47.20447,9.10543,26.19808
2022-03-27,38.33865,8.86581,24.36102
2022-03-28,21.16613,3.91373,12.93929
2022-03-29,20.12779,6.78913,15.33546
2022-03-30,24.20127,6.46964,13.73801
2022-03-31,18.76996,4.95207,11.1821
2022-04-01,26.35782,9.02555,14.9361
2022-04-02,54.8722,13.4984,33.3067
2022-04-03,54.31309,14.37699,33.46645
2022-04-04,21.48562,5.4313,12.69968
2022-04-05,28.19488,3.51437,11.90095
2022-04-06,24.52076,4.79233,10.70287
2022-04-07,26.91693,3.59424,10.38338
2022-04-08,30.4313,6.23003,13.65814
2022-04-09,53.4345,9.82428,27.71565
2022-04-10,42.33226,8.62619,30.35143
2022-04-11,23.24281,4.8722,10.14376
2022-04-12,19.64856,3.75399,7.42811
2022-04-13,24.1214,4.47284,9.66453
2022-04-14,21.88498,6.38977,11.26198
2022-04-15,25.5591,6.62939,10.06389
2022-04-16,50.79872,10.06389,25.15974
2022-04-17,45.20766,6.869,27.47603
2022-04-18,22.52396,4.31309,11.42172
2022-04-19,25.95846,2.87539,9.02555
2022-04-20,22.1246,3.91373,13.41853
2022-04-21,20.52715,4.55271,7.50798
2022-04-22,29.79233,4.79233,11.66134
2022-04-23,52.63578,8.54632,23.32268
2022-04-24,43.84984,8.70607,21.246
2022-04-25,24.76038,5.4313,12.6198
2022-04-26,27.39616,6.07028,9.82428
2022-04-27,30.59105,7.10862,11.42172
2022-04-28,28.59424,6.869,15.4952
2022-04-29,38.57827,8.54632,28.35463
2022-04-30,62.0607,14.77635,42.89137
2022-05-01,56.94888,11.42172,32.58785
2022-05-02,25.79872,6.94888,16.61341
2022-05-03,32.82747,6.15015,20.04792
2022-05-04,42.8115,10.30351,24.36102
2022-05-05,90.41533,18.84984,57.18849
2022-05-06,62.30031,15.41533,44.08945
2022-05-07,50.63897,15.89456,39.13738
2022-05-08,45.12779,9.98402,31.15015
2022-05-09,26.03833,5.59105,15.25559
2022-05-10,23.00319,5.51118,10.78274
2022-05-11,28.67412,3.99361,9.66453
2022-05-12,23.5623,5.03194,12.46006
2022-05-13,33.38658,6.62939,16.05431
2022-05-14,61.34185,11.1821,33.78594
2022-05-15,45.84664,12.30031,27.95527
2022-05-16,26.03833,5.27156,19.56869
2022-05-17,26.43769,5.35143,18.92971
2022-05-18,26.51757,4.55271,12.30031
2022-05-19,24.44089,3.75399,11.58146
2022-05-20,31.46964,6.46964,14.13738
2022-05-21,58.54632,14.77635,30.51118
2022-05-22,56.62939,9.50479,31.70926
2022-05-23,27.71565,5.51118,14.37699
2022-05-24,25.07987,5.11182,14.45686
2022-05-25,28.35463,4.15335,12.30031
2022-05-26,22.84345,4.31309,9.50479
2022-05-27,31.869,6.46964,14.37699
2022-05-28,58.3067,9.98402,32.02875
2022-05-29,50.07987,9.02555,28.51437
2022-05-30,28.03514,8.06709,13.01916
2022-05-31,34.10543,23.88178,17.01277
2022-06-01,63.65814,22.6837,35.94249
2022-06-02,27.55591,12.69968,13.09904
2022-06-03,31.07028,9.90415,14.45686
2022-06-04,47.1246,17.89137,27.47603
2022-06-05,49.28115,21.96485,29.15335
2022-06-06,49.52076,13.97763,28.19488
2022-06-07,24.20127,11.50159,10.623
2022-06-08,23.5623,8.46645,7.7476
2022-06-09,24.76038,8.62619,9.34504
2022-06-10,28.99361,7.10862,11.74121
2022-06-11,54.47284,16.9329,23.24281
2022-06-12,48.16293,15.65495,20.28753
2022-06-13,30.59105,7.02875,10.38338
2022-06-14,19.8083,7.98722,8.78594
2022-06-15,22.6837,4.71246,9.34504
2022-06-16,25.5591,5.35143,11.1821
2022-06-17,27.23642,6.94888,15.89456
2022-06-18,63.09904,11.90095,25.95846
2022-06-19,45.52715,11.02236,20.36741
2022-06-20,28.35463,5.67092,10.22364
2022-06-21,22.60383,4.07348,9.34504
2022-06-22,21.08626,6.3099,12.22044
2022-06-23,22.84345,5.99041,9.7444
2022-06-24,26.27795,5.75079,9.42492
2022-06-25,48.64217,12.0607,21.08626
2022-06-26,51.11821,11.10223,21.40575
2022-06-27,24.68051,3.91373,10.46325
2022-06-28,25.07987,5.51118,9.82428
2022-06-29,25.95846,7.02875,11.74121
2022-06-30,25.79872,7.18849,10.70287
2022-07-01,32.42811,6.54952,14.13738
2022-07-02,55.83067,12.38019,25.23961
2022-07-03,46.48562,8.62619,25.31948
2022-07-04,21.48562,5.67092,13.09904
2022-07-05,25.79872,6.15015,12.6198
2022-07-06,24.60063,6.70926,14.77635
2022-07-07,26.35782,7.18849,12.14057
2022-07-08,28.91373,8.62619,14.29712
2022-07-09,48.16293,12.22044,33.94568
2022-07-10,44.96805,11.02236,26.75718
2022-07-11,22.6837,5.67092,10.86261
2022-07-12,23.88178,5.03194,9.7444
2022-07-13,20.20766,5.19169,9.82428
2022-07-14,21.96485,7.66773,9.50479
2022-07-15,25.87859,5.75079,11.90095
2022-07-16,44.88817,10.38338,22.1246
2022-07-17,44.2492,11.02236,23.80191
